Kode,Nama,Tahun
02.09.01.40.14,Crease Recorvery,2007
02.09.01.40.15,Bear Sorter,2007
02.09.01.40.16,Stelo Meter,2007
02.09.01.40.17,Alat Uji Tarik Benang,2007
02.09.01.40.18,Alat Ukur Suhu Kain,2007
02.09.01.40.19,Rabbing Tester,2007
02.09.01.40.20,Gloss Meter,2007
02.09.01.40.21,Gaschormtograph,2007
02.09.01.40.22,Scaning Elektron Microscope,2007
02.09.01.40.23,Tensio Meter,2007
02.09.01.40.24,Ion Meter,2007
02.09.01.40.25,Weather Meter,2007
02.09.01.40.26,Rain Tester,2007
02.09.01.40.27,Tumble Dryer,2007
02.09.01.40.28,Conedrop Test,2007
02.09.01.40.29,Automatic Shive Shaker,2007
02.09.01.40.30,Brusting Tester,2007
02.09.01.40.31,Hygro Thermograph,2007
02.09.01.40.32,Psychrometer,2007
02.09.01.40.33,Martindale Wear And Arbartion Tester,2007
02.09.01.40.34,Alat Penomoran Benang,2007
02.09.01.40.35,Shirley Stifness Tester,2007
02.09.01.40.36,Stollfax/Gosok Tekuk,2007
02.09.01.40.37,Thermogravimetri,2007
02.09.01.40.38,Line Test,2007
02.09.01.40.39,Metting Point,2007
02.09.01.40.40,Alat Uji Beda Warna,2007
02.09.01.40.41,Multy Tester,2007
02.09.01.40.42,Sinco Thermocontroller,2007
02.09.01.40.43,Electric Roeder,2007
02.09.01.40.44,Alat Pintal Sabut Kelapa,2007
02.09.01.40.45,Presslay Fiber Strengh Tester,2007
02.09.01.40.46,Hygro Meter,2007
02.09.01.40.47,Tergotometer,2007
02.09.01.40.48,Waskator,2007
02.09.01.40.49,Crock Meter,2007
02.09.01.40.50,Knit Shrinkaga Gauge,2007
02.09.01.40.51,Flammeability Tester,2007
02.09.01.40.52,Scorh Tester,2007
02.09.01.40.53,Pilling Tester,2007
02.09.01.40.54,Fafegraph M,2007
02.09.01.40.55,Silver Reel,2007
02.09.01.40.56,Fibrograph,2007
02.09.01.40.57,Micronair,2007
02.09.01.40.58,Rotary Static Tester,2007
02.09.01.40.59,Yem Abrartion,2007
02.09.01.40.60,Hairiness Tester,2007
02.09.01.40.61,Instron Tensile Streng Tester,2007
02.09.01.40.62,Elemendorf Testing Tester,2007
02.09.01.40.63,Alat Uji Sudut Kain,2007
02.09.01.40.64,Lain-lain,2007
02.09.01.41,Alat Laboratorium Proses Teknologi Keramik,2007
02.09.01.41.01,Double Sharp Mixer,2007
02.09.01.41.02,Momen Mixer,2007
02.09.01.41.03,Galvanometer,2007
02.09.01.41.04,Purometer Optik,2007
02.09.01.41.05,Air Siffer,2007
02.09.01.41.06,Alat Pemadam Kapur,2007
02.09.01.41.07,Plaster Extentiometer,2007
02.09.01.41.08,Pogmili Machine,2007
02.09.01.41.09,Extruder,2007
02.09.01.41.10,Pengatur Tahanan resistor,2007
02.09.01.41.11,Magnetic Ferofilter,2007
02.09.01.41.12,Alat Slip Kaolin,2007
02.09.01.41.13,Pyrometer Radiator,2007
02.09.01.41.14,ElectricBoiler,2007
02.09.01.41.15,Law Crusher,2007
02.09.01.41.16,Edge Runner Mill,2007
02.09.01.41.17,Hammer Mill,2007
02.09.01.41.18,Rall Chrusher,2007
02.09.01.41.19,Grinding Mill,2007
02.09.01.41.20,Saringan Magnet,2007
02.09.01.41.21,Perpurated Ball Mill,2007
02.09.01.41.22,Filter Press,2007
02.09.01.41.23,Cyclon Tupe Sparating Machine,2007
02.09.01.41.24,Sand Washing Machine,2007
02.09.01.41.25,Friction Press,2007
02.09.01.41.26,Hydrolic Press,2007
02.09.01.41.27,Press Engke Roda Gila,2007
02.09.01.41.28,Semi Automatic Cam Press,2007
02.09.01.41.29,Ban Berjalan,2007
02.09.01.41.30,Motorozed Kick Well,2007
02.09.01.41.31,Mesin Bubut Isolator,2007
02.09.01.41.32,Mesin Bor Pembuat Ulir,2007
02.09.01.41.33,Pot Mill,2007
02.09.01.41.34,Table Wheel,2007
02.09.01.41.35,Manual Kick Wheel,2007
02.09.01.41.36,Tunnel Klin (Solar),2007
02.09.01.41.37,Tunnel klin (Gas Elpiji),2007
02.09.01.41.38,Tunnel Klin (Listrik),2007
02.09.01.41.39,Lain-lain,2007
02.09.01.42,Alat Laboratorium Proses Teknologi  Kulit Karet,2007
02.09.01.42.01,Mesin Drum Pemasak Kulit,2007
02.09.01.42.02,Mesin Setrika Kulit,2007
02.09.01.42.03,Mesin glansstot,2007
02.09.01.42.04,Mesin Setol,2007
02.09.01.42.05,Mesin Perah,2007
02.09.01.42.06,Mesin Skrep,2007
02.09.01.42.07,Mesin Shaving,2007
02.09.01.42.08,Mesin Flashing,2007
02.09.01.42.09,Mesin Molding Vulkanisasi,2007
02.09.01.42.10,Mesin Molding Injection,2007
02.09.01.42.11,Mesin Shoes Flashing,2007
02.09.01.42.12,Mesin Ukur Kulit,2007
02.09.01.42.13,Mesin Penganktif Lem,2007
02.09.01.42.14,Mesin Stking Whell,2007
02.09.01.42.15,Mesin Seser,2007
02.09.01.42.16,Mesin Domai,2007
02.09.01.42.17,Mesin Alur Jahitan,2007
02.09.01.42.18,Hydrolic Oven Camant Lasting,2007
02.09.01.42.19,Mesin Split,2007
02.09.01.42.20,Mesin Vacum trockner Dryne,2007
02.09.01.42.21,Mesin Potong Kulit,2007
02.09.01.42.22,Mesin Pemanas,2007
02.09.01.42.23,Tunning Drum Experiment,2007
02.09.01.42.24,Alat Press Soal Listrik,2007
02.09.01.42.25,Alat Pembelah Soal,2007
02.09.01.42.26,Alat Kembang Pita,2007
02.09.01.42.27,Alat Pelonggar Sepatu,2007
02.09.01.42.28,Alat Potong Sol,2007
02.09.01.42.29,Alat Perssol Tangan,2007
02.09.01.42.30,Mesin Finishing Combinasi,2007
02.09.01.42.31,Mesin Roughing,2007
02.09.01.42.32,Mesin Aflap Sol,2007
02.09.01.42.33,Mesin Press Sol,2007
02.09.01.42.34,Mesin Roll Press,2007
02.09.01.42.35,Mesin Aflap Sepatu,2007
02.09.01.42.36,Alat Press Angin,2007
02.09.01.42.37,Mesin Paku Sol Dalam,2007
02.09.01.42.38,Mesin Paku Open,2007
02.09.01.42.39,Mesin Lem Open Samping,2007
02.09.01.42.40,Mesin Trimming,2007
02.09.01.42.41,Mesin Potong Atasan Sepatu,2007
02.09.01.42.42,Mesin Open Sepatu,2007
02.09.01.42.43,Mesin Gergaji Pola Acuan,2007
02.09.01.42.44,Mesin Enjeksi Bakalan Acuan,2007
02.09.01.42.45,Leather Finishing Machine,2007
02.09.01.42.46,Hydrolic Ironing Embossing Press,2007
02.09.01.42.47,Vibration Stacking Machine,2007
02.09.01.42.48,Satyuk Trening Machine,2007
02.09.01.42.49,Alat Pengering Sistem Tonggle,2007
02.09.01.42.50,Mesin Two Roll Mill,2007
02.09.01.42.51,Mesin Sompouding,2007
02.09.01.42.52,Alat Press Laminasi,2007
02.09.01.42.53,Mesin Takar Abration Tester,2007
02.09.01.42.54,Alat potong Plastik,2007
02.09.01.42.55,Mesin Hide Progesser,2007
02.09.01.42.56,Mesin Tannox Trum,2007
02.09.01.42.57,Alat Mensolfinasi Minyak,2007
02.09.01.42.58,Mesin Potong Hargboard,2007
02.09.01.42.59,Mesin Kikir Hargboard,2007
02.09.01.42.60,Mesin Bending,2007
02.09.01.42.61,Mesin Granding Super Lice,2007
02.09.01.42.62,Mesin Grending Acuan,2007
02.09.01.42.63,Mesin Tanda/Cap,2007
02.09.01.42.64,Mesin Boarding,2007
02.09.01.42.65,Mesin Mixer Compond,2007
02.09.01.42.66,Lain-lain,2007
02.09.01.43,"Alat Laboratorium Uji Kulit, Karet dan Plastik",2007
02.09.01.43.01,Tensile Strength Tester,2007
02.09.01.43.02,Alat Uji Penyrapan Air/Udara,2007
02.09.01.43.03,Contilever Tensiometer,2007
02.09.01.43.04,Vacum Filtratin Funil,2007
02.09.01.43.05,Alat Uji Pengaduk,2007
02.09.01.43.06,Refler KS Condensor,2007
02.09.01.43.07,Constant Load Deftidtion,2007
02.09.01.43.08,Alat Uji Kebocoran,2007
02.09.01.43.09,Strees Craking Tester,2007
02.09.01.43.10,Westhover Type Frictioneter,2007
02.09.01.43.11,Preusure Stillseer,2007
02.09.01.43.12,Melt Indexer,2007
02.09.01.43.13,Cross Beather Mill,2007
02.09.01.43.14,Compresion Set Apparatus,2007
02.09.01.43.15,Tensile Head Distortion,2007
02.09.01.43.16,Alat Uji Keretakan Kulit,2007
02.09.01.43.17,Alat Pelubang Mata Ayam,2007
02.09.01.43.18,Super Type Thickness Tester,2007
02.09.01.43.19,Electric Mouinture Tester,2007
02.09.01.43.20,Alat Uji Failing Weigth,2007
02.09.01.43.21,Mixer Drum Experiment Machine,2007
02.09.01.43.22,Ross Plexing Machine,2007
02.09.01.43.23,Punthing Machine,2007
02.09.01.43.24,Smaal Mixing Test Roll,2007
02.09.01.43.25,Alat Uji Pampart,2007
02.09.01.43.26,Alat Uji Pantul Bola,2007
02.09.01.43.27,Lestometer,2007
02.09.01.43.28,Mercury Mix KIM,2007
02.09.01.43.29,Deal Thickness Gauge,2007
02.09.01.43.30,Pompa Airasil,2007
02.09.01.43.31,Weather Station,2007
02.09.01.43.32,Top Loading Balance,2007
02.09.01.43.33,Disolved Open Meter,2007
02.09.01.43.34,Shoubury Curometer,2007
02.09.01.43.35,Alat Uji Kebocoran Udara Untuk Glove,2007
02.09.01.43.36,Lain-lain,2007
02.09.01.44,Alat Laboratorium Uji Keramik,2007
02.09.01.44.01,Dilatometer,2007
02.09.01.44.02,Alat Uji Kejut Suhu,2007
02.09.01.44.03,Alat Uji Keplostisam,2007
02.09.01.44.04,Plastisimeter,2007
02.09.01.44.05,Alat Uji Deviasi Optik,2007
02.09.01.44.06,Alat Uji Viscositas Gelas,2007
02.09.01.44.07,Increment Presure Tester,2007
02.09.01.44.08,Alat Uji Tegangan Dalam Gelas,2007
02.09.01.44.09,Alat Pemeriksaan Ukuran Kaca,2007
02.09.01.44.10,Alat Uji Ketepatan Bentuk,2007
02.09.01.44.11,Alat Uji Keausan Pasir Jatuh,2007
02.09.01.44.12,Alat Uji Tembus Listrik,2007
02.09.01.44.13,Alat Pengukur Eflorisen,2007
02.09.01.44.14,Alat Uji Refleksi Kaca,2007
02.09.01.44.15,X-Ray Apparatus Defraction,2007
02.09.01.44.16,Alat Uji Kekuatan Pasir (Glaze Stringth Tester),2007
02.09.01.44.17,Alat Uji Analisa Oksidasi Logam-Logam (Spektofotometer),2007
02.09.01.44.18,Alat Uji Analisa Butiran Bahan (Laboratory Testing Screen),2007
02.09.01.44.19,Alat Uji Kekentalaan Bahan,2007
02.09.01.44.20,Lain-lain,2007
02.09.01.45,Alat Laboratorium proses Teknologi Selulosa,2007
02.09.01.45.01,Hend Help UV Lamp,2007
02.09.01.45.02,Alat Pemutih Pulp Dengan Oxygen,2007
02.09.01.45.03,Mesin Karton,2007
02.09.01.45.04,Mesin PCB,2007
02.09.01.45.05,Mesin Waste Water Purification,2007
02.09.01.45.06,Mesin Auxiliary Service,2007
02.09.01.45.07,Mesin Rayon,2007
02.09.01.45.08,Mesin Chorine Alkalli Electrolysis,2007
02.09.01.45.09,Mesin Repair and Maintenance Shop,2007
02.09.01.45.10,Mesin Power Station White Emergency Diesel Generating,2007
02.09.01.45.11,Mesin Water Softering Plant,2007
02.09.01.45.12,Mesin Plup,2007
02.09.01.45.13,Deflacker,2007
02.09.01.45.14,Mesin Cetak Karton,2007
02.09.01.45.15,Calender,2007
02.09.01.45.16,Poros Transmisi,2007
02.09.01.45.17,Beater Unit (Mesin Penggiling),2007
02.09.01.45.18,Alat Deteksi Ketebalan Kertas,2007
02.09.01.45.19,Lain-lain,2007
02.09.01.46,Alat Laboratorium Pertanian,2007
02.09.01.46.01,AL Apparatus,2007
02.09.01.46.02,Air Compresor,2007
02.09.01.46.03,Alat Degreening Jeruk Kap 100 Kg,2007
02.09.01.46.04,Alat Pemadam Kebakaran,2007
02.09.01.46.05,Alat Penanggulangn Penyakit Pasca Panen dgn Air Panas,2007
02.09.01.46.06,Alat Pengering Sederhana Dengan Kompor,2007
02.09.01.46.07,Alat Precooling buah Dengan Es secara  Stimulasi,2007
02.09.01.46.08,Alat Acid Analizer (AAA),2007
02.09.01.46.09,Ampere Meter,2007
02.09.01.46.10,Ampere Meter,2007
02.09.01.46.11,Anaerobic Jar Oxide,2007
02.09.01.46.12,Anemometer,2007
02.09.01.46.13,Auto Analyzer,2007
02.09.01.46.14,Auto Still,2007
02.09.01.46.15,AW Meter,2007
02.09.01.46.16,Battery Changer,2007
02.09.01.46.17,Biofreezer,2007
02.09.01.46.18,Block Digester,2007
02.09.01.46.19,Bomb Calorimeter,2007
02.09.01.46.20,Buckard Apparatus,2007
02.09.01.46.21,Cabinet Drier,2007
02.09.01.46.22,Can Closing Mesin,2007
02.09.01.46.23,Canning Unit,2007
02.09.01.46.24,Carburator,2007
02.09.01.46.25,Cervix Dilatator,2007
02.09.01.46.26,Climatic Chamber,2007
02.09.01.46.27,COD Monitor,2007
02.09.01.46.28,Cold Chamber/Cabinet,2007
02.09.01.46.29,Cold  Handing Cabinet,2007
02.09.01.46.30,Coloumn Chromatography,2007
02.09.01.46.31,Container N2 Cair,2007
02.09.01.46.32,Cooker Bak Terbuka,2007
02.09.01.46.33,Cooker Stainlessteel,2007
02.09.01.46.34,Cosmotekture,2007
02.09.01.46.35,Coulter Counter,2007
02.09.01.46.36,Crane,2007
02.09.01.46.37,Cross Blaser,2007
02.09.01.46.38,Churser/Mixer,2007
02.09.01.46.39,Cyrogenic Container,2007
02.09.01.46.40,Culture Dish,2007
02.09.01.46.41,Current Meter,2007
02.09.01.46.42,Data Assignation  (Polycorder),2007
02.09.01.46.43,Data Logger,2007
02.09.01.46.44,Data Recorder,2007
02.09.01.46.45,Dead Weight Press Guege Tester,2007
02.09.01.46.46,Deep Freezer,2007
02.09.01.46.47,Digital Preassure Guage,2007
02.09.01.46.48,Distilling Unit For TMA,2007
02.09.01.46.49,Distilling Unit For VRS,2007
02.09.01.46.50,DNA Sequezing,2007
02.09.01.46.51,Dredge,2007
02.09.01.46.52,Drinking Monitor,2007
02.09.01.46.53,Drying Test,2007
02.09.01.46.54,Dynamometer Car,2007
02.09.01.46.55,Echo Sounder,2007
02.09.01.46.56,Electric Meat San,2007
02.09.01.46.57,Elisa Reader,2007
02.09.01.46.58,"Elisa Reader (Computerized, Semimanual)",2007
02.09.01.46.59,Embrio Filter,2007
02.09.01.46.60,Embrio Manipulator,2007
02.09.01.46.61,Ergonomic Tester,2007
02.09.01.46.62,Exhouse GAS Analyzer,2007
02.09.01.46.63,Extruder,2007
02.09.01.46.64,Feed Mixer,2007
02.09.01.46.65,Fermentor,2007
02.09.01.46.66,Fibertec System,2007
02.09.01.46.67,Filter Holdher (Stanless Stell 1000 ml),2007
02.09.01.46.68,Filter Press,2007
02.09.01.46.69,Filtration Unit,2007
02.09.01.46.70,Fish Moisture Tester,2007
02.09.01.46.71,Flow Meter,2007
02.09.01.46.72,Fluorence Dektor,2007
02.09.01.46.73,Fractional Distilation,2007
02.09.01.46.74,Frezee Dryer,2007
02.09.01.46.75,Frezeer,2007
02.09.01.46.76,Freguency Generator,2007
02.09.01.46.77,Fuel Flow Meter,2007
02.09.01.46.78,Gamma Counter,2007
02.09.01.46.79,Gas Chamber,2007
02.09.01.46.80,"Gas Sylinder (-N2, CO2, Udara)",2007
02.09.01.46.81,Generator,2007
02.09.01.46.82,Geminator,2007
02.09.01.46.83,Glass Dryer,2007
02.09.01.46.84,Grain Counter,2007
02.09.01.46.85,Grain Crack Inspector,2007
02.09.01.46.86,Grain Devider,2007
02.09.01.46.87,Grain Moisture Tester,2007
02.09.01.46.88,Grain Sorter,2007
02.09.01.46.89,Green Meter,2007
02.09.01.46.90,Grinder,2007
02.09.01.46.91,Growth Chamber,2007
02.09.01.46.92,Haematrocit Reader,2007
02.09.01.46.93,Haemaoglobin meter,2007
02.09.01.46.94,Hammer Mill,2007
02.09.01.46.95,Hand Counter,2007
02.09.01.46.96,Hand Penetrometer,2007
02.09.01.46.97,Hating Mentie,2007
02.09.01.46.98,Heating Air Incubator,2007
02.09.01.46.99,Hematocrit Reader,2007
02.09.01.46.100,Lain-lain,2007
02.09.01.47,Alat Laboratorium Pertanian A,2007
02.09.01.47.01,High Performance Liquid Chromatography  (HPLC),2007
02.09.01.47.02,Higro Thermograph,2007
02.09.01.47.03,Homogenizer,2007
02.09.01.47.04,Hot Plate Stirer,2007
02.09.01.47.05,Ice Maker,2007
02.09.01.47.06,Incinerator,2007
02.09.01.47.07,Inductively Coupled Plasma (ICP),2007
02.09.01.47.08,Infra Red Gas Anlyzer,2007
02.09.01.47.09,Insemination Device,2007
02.09.01.47.10,Instron Food Tester,2007
02.09.01.47.11,Instron Machine,2007
02.09.01.47.12,Integrating Quantum Radiometer,2007
02.09.01.47.13,Ion Analyzer,2007
02.09.01.47.14,IRGA,2007
02.09.01.47.15,Jabet Katel,2007
02.09.01.47.16,Kjeltek,2007
02.09.01.47.17,Kompor Distilasi,2007
02.09.01.47.18,Laparascopi,2007
02.09.01.47.19,Leaf Area Meter (LAM),2007
02.09.01.47.20,Liminer Flow Cabinet,2007
02.09.01.47.21,Liquid N2 Container,2007
02.09.01.47.22,Load Cell,2007
02.09.01.47.23,Low Temperature Incubator,2007
02.09.01.47.24,Macro Balance,2007
02.09.01.47.25,Meat Grinder,2007
02.09.01.47.26,Mesin Pencuci Sayuran,2007
02.09.01.47.27,Mesin Pengepres Buah,2007
02.09.01.47.28,Mesin Pengolahan Susu,2007
02.09.01.47.29,Metabolisme Cages + Spirometer,2007
02.09.01.47.30,Metal Crack/Roughness Detector,2007
02.09.01.47.31,Mtal Headness Tester,2007
02.09.01.47.32,Microfuge,2007
02.09.01.47.33,Micropipette,2007
02.09.01.47.34,Microscope Discecting,2007
02.09.01.47.35,Microscope Elektron,2007
02.09.01.47.36,Microscope Flourescence,2007
02.09.01.47.37,Microscope Inverted,2007
02.09.01.47.38,Microscope Light,2007
02.09.01.47.39,Microscope Phasse Contras,2007
02.09.01.47.40,Microscope photomocrograph,2007
02.09.01.47.41,Microtime,2007
02.09.01.47.42,Microtone Cryostat,2007
02.09.01.47.43,Microwave Oven,2007
02.09.01.47.44,Milling Test,2007
02.09.01.47.45,Model Pilot Plant,2007
02.09.01.47.46,Multi Chanel Thermometer,2007
02.09.01.47.47,Milichanel Pippete Dispenser,2007
02.09.01.47.48,Near Infrared Reflectance,2007
02.09.01.47.49,Nematoda Separator,2007
02.09.01.47.50,Neuber Chamber (Cell Counter),2007
02.09.01.47.51,Nueber Chamber,2007
02.09.01.47.52,Oibath,2007
02.09.01.47.53,Operating Table + OverHead Light,2007
02.09.01.47.54,Orifice,2007
02.09.01.47.55,Oxigenmeter,2007
02.09.01.47.56,Pasteurisasi,2007
02.09.01.47.57,Pelleting Machine,2007
02.09.01.47.58,Penetrometer,2007
02.09.01.47.59,Penggilingan Buah,2007
02.09.01.47.60,Penggilingan Tepung,2007
02.09.01.47.61,Penutup Botol,2007
02.09.01.47.62,Personal Komputer,2007
02.09.01.47.63,Physicrometer Potensial,2007
02.09.01.47.64,Phytotron,2007
02.09.01.47.65,Pilot Tube,2007
02.09.01.47.66,Pippet Machine,2007
02.09.01.47.67,Planktron Net,2007
02.09.01.47.68,Platform Balance,2007
02.09.01.47.69,Polihon,2007
02.09.01.47.70,Portable Pen Recorder,2007
02.09.01.47.71,Portable Spectroradiometic Research System,2007
02.09.01.47.72,Power Conditioner,2007
02.09.01.47.73,Precooling Apparatus Froced Air,2007
02.09.01.47.74,Pressure Bomb,2007
02.09.01.47.75,Prorry Brake For Exle,2007
02.09.01.47.76,Prorry Brake For PTO,2007
02.09.01.47.77,Pull Tipe Dinamometer,2007
02.09.01.47.78,Pulper,2007
02.09.01.47.79,Pump Testing Apparratus,2007
02.09.01.47.80,Pyrometer,2007
02.09.01.47.81,Radiotracking Micro Applycator,2007
02.09.01.47.82,Refrigerator,2007
02.09.01.47.83,Respirator,2007
02.09.01.47.84,Respirometer,2007
02.09.01.47.85,Rotary Evaporator,2007
02.09.01.47.86,Ruang Aklimatisasi,2007
02.09.01.47.87,Rubber Hardness Tester,2007
02.09.01.47.88,Rubber Moisture Tester,2007
02.09.01.47.89,Scale,2007
02.09.01.47.90,Scaning Electron Microscope (SEM)/(TEM),2007
02.09.01.47.91,Seechi Disk,2007
02.09.01.47.92,Seed Divider,2007
02.09.01.47.93,Semen dan Embrio Collection Device,2007
02.09.01.47.94,Shaker,2007
02.09.01.47.95,Sharp Knife,2007
02.09.01.47.96,Siever,2007
02.09.01.47.97,Siro Kent Lamp,2007
02.09.01.47.98,Sistem Boiler,2007
02.09.01.47.99,Soil Bin,2007
02.09.01.47.100,Lain-lain,2007
02.09.01.48,Alat Laboratorium Pertanian B,2007
02.09.01.48.01,Soil Hardness Tester,2007
02.09.01.48.02,Soil Hydrometer,2007
02.09.01.48.03,Soil Moisture Tester,2007
02.09.01.48.04,Solarimeter,2007
02.09.01.48.05,Sosis Maker,2007
02.09.01.48.06,Sound Level Meter,2007
02.09.01.48.07,Soxtec,2007
02.09.01.48.08,Soxtec System,2007
02.09.01.48.09,Spark Tes For Steel,2007
02.09.01.48.10,Spora Trap,2007
02.09.01.48.11,Spring Balance,2007
02.09.01.48.12,Spyral Probe,2007
02.09.01.48.13,Steam Boiler,2007
02.09.01.48.14,Steam Generator,2007
02.09.01.48.15,Steel Ruller,2007
02.09.01.48.16,Stelo Meter,2007
02.09.01.48.17,Stick Thermometer,2007
02.09.01.48.18,Stomacher,2007
02.09.01.48.19,Strain Amplifier,2007
02.09.01.48.20,Strain Gauge,2007
02.09.01.48.21,Superporometer,2007
02.09.01.48.22,Tape Meter,2007
02.09.01.48.23,Tendero Meter,2007
02.09.01.48.24,Test Road,2007
02.09.01.48.25,Thermocouple,2007
02.09.01.48.26,Thermohidrometer,2007
02.09.01.48.27,Thermostatic Box,2007
02.09.01.48.28,Thermostalic Cabinet,2007
02.09.01.48.29,Timer Lab,2007
02.09.01.48.30,Tintometer,2007
02.09.01.48.31,Tissue Block,2007
02.09.01.48.32,Tissue Grinder,2007
02.09.01.48.33,Tissue Processor,2007
02.09.01.48.34,Tissue Tek,2007
02.09.01.48.35,TLC Scanner,2007
02.09.01.48.36,Toploading Balance,2007
02.09.01.48.37,Torque Sensor,2007
02.09.01.48.38,Transducer Strain Indicator,2007
02.09.01.48.39,Transimulator,2007
02.09.01.48.40,TS Detektor,2007
02.09.01.48.41,Ultra Centrifuge,2007
02.09.01.48.42,Ultrasonic Cell Disrupter,2007
02.09.01.48.43,Ultra X Moisture meter,2007
02.09.01.48.44,Unit Ekstraksi,2007
02.09.01.48.45,Unit Fitraasi,2007
02.09.01.48.46,Unit Pengalengan,2007
02.09.01.48.47,Unit Pengering,2007
02.09.01.48.48,Unit Penggilingan,2007
02.09.01.48.49,Unit Sterillisasi,2007
02.09.01.48.50,UV-VIS Spectrophotometer,2007
02.09.01.48.51,Vacum Tester,2007
02.09.01.48.52,Vacum Evaporator,2007
02.09.01.48.53,Vacum Oven,2007
02.09.01.48.54,Variable Resistor,2007
02.09.01.48.55,Variable Speed,2007
02.09.01.48.56,Vemier Calliper,2007
02.09.01.48.57,Vibrometer,2007
02.09.01.48.58,Voluimetic Glass,2007
02.09.01.48.59,Vortec Mixer,2007
02.09.01.48.60,Warburgh Apparatus,2007
02.09.01.48.61,Water Analysis Test Kit,2007
02.09.01.48.62,Water Chille Bath,2007
02.09.01.48.63,Water Deinozer,2007
02.09.01.48.64,Water Destilation Unit,2007
02.09.01.48.65,Water Destilation Purifier,2007
02.09.01.48.66,Water Inspectore,2007
02.09.01.48.67,Water Pressure Pump Test,2007
02.09.01.48.68,Water Sanpler,2007
02.09.01.48.69,"Water Bath (snake, Still)",2007
02.09.01.48.70,Watt Meter,2007
02.09.01.48.71,Whiteness Meter,2007
02.09.01.48.72,Whiteness Tester,2007
02.09.01.48.73,Willey Mill,2007
02.09.01.48.74,Winniwing Test,2007
02.09.01.48.75,Yuicer,2007
02.09.01.48.76,Lain-lain,2007
02.09.01.49,Alat Laboratorium Elektronika dan Daya,2007
02.09.01.49.01,Alat Ukur,2007
02.09.01.49.02,Perkakas,2007
02.09.01.49.03,Lain-lain,2007
02.09.01.50,Alat Laboratorium Energi Surya,2007
02.09.01.50.01,Fotovol (Sel Surya),2007
02.09.01.50.02,Alat Pemanas Surya,2007
02.09.01.50.03,Lain-lain,2007
02.09.01.51,Alat Laboratorium Konversi Batubara dan Biomas,2007
02.09.01.51.01,Alat Pembakaran,2007
02.09.01.51.02,Alat Pencarian,2007
02.09.01.51.03,Alat Glasifikasi,2007
02.09.01.51.04,Lain-lain,2007
02.09.01.52,Alat Laboratorium Oceanografi,2007
02.09.01.52.01,Salinometer,2007
02.09.01.52.02,Spectrophotometer,2007
02.09.01.52.03,Turbidity Meter,2007
02.09.01.52.04,PH Meter,2007
02.09.01.52.05,Radio Activity Demonstrator,2007
02.09.01.52.06,Flow Analysis Sistem,2007
02.09.01.52.07,Salinti Temperatir Depth Analyzer (STDA),2007
02.09.01.52.08,Protector,2007
02.09.01.52.09,Soil Terter,2007
02.09.01.52.10,Echo Sounder,2007
02.09.01.52.11,Bahytermograph,2007
02.09.01.52.12,Towing Depth Distance Recorder,2007
02.09.01.52.13,Tomperature Salinity Deph Recorder,2007
02.09.01.52.14,Meter Whell,2007
02.09.01.52.15,Current Meter,2007
02.09.01.52.16,Theodolit,2007
02.09.01.52.17,Autimatic Level,2007
02.09.01.52.18,Alidade Plane Table,2007
02.09.01.52.19,Panthograph,2007
02.09.01.52.20,Tidal Gauge,2007
02.09.01.52.21,Balance Analitical Electrik,2007
02.09.01.52.22,Thermometer Unprotected,2007
02.09.01.52.23,Thermometer Protected,2007
02.09.01.52.24,Anemometer,2007
02.09.01.52.25,Wave Height Recorded,2007
02.09.01.52.26,Angel Meter,2007
02.09.01.52.27,Compas,2007
02.09.01.52.28,Sterescope,2007
02.09.01.52.29,Tabung Nansen,2007
02.09.01.52.30,Phleger Corree,2007
02.09.01.52.31,Hand Auger Kit,2007
02.09.01.52.32,Point Intergrated Suspended Sampier,2007
02.09.01.52.33,Tabung Nisken,2007
02.09.01.52.34,Stainless Steel Wire,2007
02.09.01.52.35,Hot Plate Stirrer,2007
02.09.01.52.36,Sieve Shaker,2007
02.09.01.52.37,Cutting Machine,2007
02.09.01.52.38,Distilling Aguametri Apparatus,2007
02.09.01.52.39,DE Lux 2 Speed Horizonta Lapidry,2007
02.09.01.52.40,Combination Lapidry,2007
02.09.01.52.41,Diamond Saw,2007
02.09.01.52.42,Lain-lain,2007
02.09.01.53,Alat Laboratorium Lingkungan Perairan,2007
02.09.01.53.01,Flourometer,2007
02.09.01.53.02,Water Quality Checker,2007
02.09.01.53.03,Disolved Oksigen Analyzer,2007
02.09.01.53.04,Atomic Absorption Spectophotometer (AAS),2007
02.09.01.53.05,Liquid Scantilation Counter,2007
02.09.01.53.06,Counductivity Salinity Analyzer,2007
02.09.01.53.07,Under water Irradiameter,2007
02.09.01.53.08,Liqor Lihgt Meter,2007
02.09.01.53.09,Hygrometer,2007
02.09.01.53.10,Radio Meter,2007
02.09.01.53.11,Gas Chromatograph Mass Sepectrometeromete System (GCMSS),2007
02.09.01.53.12,Gas Chromatograph (GC),2007
02.09.01.53.13,Deph Flow Temperature Continous Recorder (DFTCR),2007
02.09.01.53.14,Lux Meter,2007
02.09.01.53.15,Flow Meter,2007
02.09.01.53.16,Splegel Relascope,2007
02.09.01.53.17,Psychrometer,2007
02.09.01.53.18,Zoo Bell Sampler Bacteriological,2007
02.09.01.53.19,Tabung Van Dom,2007
02.09.01.53.20,Light Weight Hand Winch With Boom,2007
