Kode,Nama,Tahun
02.09.01.53.21,Productivity Kit,2007
02.09.01.53.22,Bak Aquarium,2007
02.09.01.53.23,Bak Porselin,2007
02.09.01.53.24,Bak Kultivasi,2007
02.09.01.53.25,Cage Net,2007
02.09.01.53.26,Six Plaace Hydromanifolds,2007
02.09.01.53.27,Laminar Air Flow Cabinet,2007
02.09.01.53.28,Rod Blower,2007
02.09.01.53.29,Tissue Grinder,2007
02.09.01.53.30,Liquid Dispencer,2007
02.09.01.53.31,Rotation Evaporating,2007
02.09.01.53.32,Lain-lain,2007
02.09.01.54,Alat Laboratorium Biologi Peralatan,2007
02.09.01.54.01,Triple Beam Balance,2007
02.09.01.54.02,Refractometer,2007
02.09.01.54.03,Under Water Camera,2007
02.09.01.54.04,Grab Bodom Sampler,2007
02.09.01.54.05,Alat Seiam,2007
02.09.01.54.06,Microtome,2007
02.09.01.54.07,Disecting Apparatus,2007
02.09.01.54.08,Lain-lain,2007
02.09.01.55,Alat Laboratorium Biologi,2007
02.09.01.55.01,N2 Distaiation Unit,2007
02.09.01.55.02,Uitra Data System,2007
02.09.01.55.03,Teromol Herbarium,2007
02.09.01.55.04,Aquarium,2007
02.09.01.55.05,Alat Perangkap Binatang,2007
02.09.01.55.06,Alat Perekal Alumunium Foil,2007
02.09.01.55.07,Counting Cel,2007
02.09.01.55.08,Emusifer,2007
02.09.01.55.09,Licht Back,2007
02.09.01.55.10,Area Meter,2007
02.09.01.55.11,Automatic Absor Spection,2007
02.09.01.55.12,Desaltor,2007
02.09.01.55.13,Automatic Area Meter,2007
02.09.01.55.14,Lain-lain,2007
02.09.01.56,Alat Laboratorium Geofisika,2007
02.09.01.56.01,Land Gravity Meter,2007
02.09.01.56.02,Muititester,2007
02.09.01.56.03,Self Potensial,2007
02.09.01.56.04,Electric Current Meter,2007
02.09.01.56.05,PhysicaL Property,2007
02.09.01.56.06,Automatic Point Counter,2007
02.09.01.56.07,Abem Sounding Cabie,2007
02.09.01.56.08,Densityiog Module,2007
02.09.01.56.09,Portable Digital Flaxgate Magnetometer,2007
02.09.01.56.10,Digitel Thermometer,2007
02.09.01.56.11,Tester Kit,2007
02.09.01.56.12,Vane Tester,2007
02.09.01.56.13,Circuit Tester,2007
02.09.01.56.14,Moisture ContentTester,2007
02.09.01.56.15,Magnetometer,2007
02.09.01.56.16,Geolistrik,2007
02.09.01.56.17,Meicrobarometer,2007
02.09.01.56.18,Sismograph,2007
02.09.01.56.19,Proton Magnetometer Geometric,2007
02.09.01.56.20,Aben Terrain Meter,2007
02.09.01.56.21,Portable Baoreholelogger,2007
02.09.01.56.22,Lain-lain,2007
02.09.01.57,Alat Laboratorium Tambang,2007
02.09.01.57.01,Flotasion Machine,2007
02.09.01.57.02,Lab. Selective Mineral,2007
02.09.01.57.03,Lab Jar Mill,2007
02.09.01.57.04,Magn. Tube Test,2007
02.09.01.57.05,Sparator High,2007
02.09.01.57.06,Pulvarezer,2007
02.09.01.57.07,Slurry Mixer,2007
02.09.01.57.08,Speciment Mount Press,2007
02.09.01.57.09,Graverkit,2007
02.09.01.57.10,Sample Holder,2007
02.09.01.57.11,Iron M. Wheel,2007
02.09.01.57.12,Coper Wheel,2007
02.09.01.57.13,Strain Gouge Indicator,2007
02.09.01.57.14,Gas Scruber,2007
02.09.01.57.15,Sher Strengt,2007
02.09.01.57.16,Milling Unit,2007
02.09.01.57.17,Lain-lain,2007
02.09.01.58,Alat Laboratorium Proses/Teknik Kimia,2007
02.09.01.58.01,Bucket elevator,2007
02.09.01.58.02,Silo,2007
02.09.01.58.03,Extruder Cooker,2007
02.09.01.58.04,Bin Qutlet Feeding,2007
02.09.01.58.05,Spray Dryer,2007
02.09.01.58.06,Dryer,2007
02.09.01.58.07,Rotary Dryer,2007
02.09.01.58.08,Rotary Coler,2007
02.09.01.58.09,Grinder,2007
02.09.01.58.10,Vibrating Screen,2007
02.09.01.58.11,Tungku,2007
02.09.01.58.12,Cyclon,2007
02.09.01.58.13,Disk Mill,2007
02.09.01.58.14,Flavour Apikator,2007
02.09.01.58.15,Bagging Conveyor,2007
02.09.01.58.16,Macerator,2007
02.09.01.58.17,Bag Closer,2007
02.09.01.58.18,Sterilizer,2007
02.09.01.58.19,Packaging Machine,2007
02.09.01.58.20,Cracking Machine,2007
02.09.01.58.21,Dehuling Machine,2007
02.09.01.58.22,Homogenizer,2007
02.09.01.58.23,Crystalizer,2007
02.09.01.58.24,Gentong plastik,2007
02.09.01.58.25,Drum Stainless Steel,2007
02.09.01.58.26,Wash Bak,2007
02.09.01.58.27,Fermentor,2007
02.09.01.58.28,Humadity Chamber,2007
02.09.01.58.29,Pressure Vessel,2007
02.09.01.58.30,Retort,2007
02.09.01.58.31,Tangki Pemanas,2007
02.09.01.58.32,Freeze Dryer,2007
02.09.01.58.33,Economical Wiley Cutting Mill,2007
02.09.01.58.34,Polarograph,2007
02.09.01.58.35,Lain-lain,2007
02.09.01.59,Alat Laboratorium Proses Industri,2007
02.09.01.59.01,Actuator,2007
02.09.01.59.02,Controller Tekanan,2007
02.09.01.59.03,Controller Level,2007
02.09.01.59.04,Controller Temparature,2007
02.09.01.59.05,Controller Flow,2007
02.09.01.59.06,Controller PH,2007
02.09.01.59.07,Converter/Transducer,2007
02.09.01.59.08,Indicator,2007
02.09.01.59.09,Recirder,2007
02.09.01.59.10,Transmitter,2007
02.09.01.59.11,Lain-lain,2007
02.09.01.60,Alat Laboratorium Kesehatan Kerja,2007
02.09.01.60.01,Mobile Lab.Met.System Data Logger,2007
02.09.01.60.02,Mobile Lab.Met.System Software Start,2007
02.09.01.60.03,Mobile Lab.Met.System Software Ramgen,2007
02.09.01.60.04,Mobile Lab.Met.System Instrumen Stand,2007
02.09.01.60.05,Mobile Lab.Met. System Lockabie Housing,2007
02.09.01.60.06,Mobile Lab.Met. System Sands Shelter & Test Book,2007
02.09.01.60.07,Mobile Lab.Met. System Solar Power Panel,2007
02.09.01.60.08,Mobile Lab.Met. System Barometrik pressure Sens,2007
02.09.01.60.09,Mobile Lab.Met.System Solar Radiation Sensor,2007
02.09.01.60.10,Mobile Lab.Met. System Air Temp. Senser,2007
02.09.01.60.11,Mobile Lab.Met. System Wind Direction Sensor,2007
02.09.01.60.12,Mobile Lab.Met. System Wind Speed Sensor,2007
02.09.01.60.13,Mobile Lab.Met. System UV Radiation Sensor,2007
02.09.01.60.14,Moblie Lab.Met. System Consumabies,2007
02.09.01.60.15,Mobile Lab High Volume Air Sampler,2007
02.09.01.60.16,Mobile Lab High Volume Air Sampler Filter,2007
02.09.01.60.17,Mobile Lab High Volume Air Sampler Calibrator,2007
02.09.01.60.18,Mobile Lab High Volume Air Sampler Consumable,2007
02.09.01.60.19,Mobile Lab.Source Sampling System,2007
02.09.01.60.20,Mobile Lab. S.S.S. Accerosies,2007
02.09.01.60.21,Mobile Lab. S.S.S. Method 5 Glassawer,2007
02.09.01.60.22,Mobile Lab. S.S.S. Transport Case,2007
02.09.01.60.23,Mobile Lab. S.S.S.  Manuals,2007
02.09.01.60.24,Mobile Lab. Dust Respirator (Sepatu Safety),2007
02.09.01.60.25,Mobile Lab. Safety Hard Hats (Topi Safety),2007
02.09.01.60.26,Mobile Lab. Safety Footwear,2007
02.09.01.60.27,"Mobile Lab. Safety Goggles, Gloves",2007
02.09.01.60.28,Mobile Lab. Temperature Meter Field,2007
02.09.01.60.29,Mobile Lab. Conduct/Salinity/Temp. Meter Consumable,2007
02.09.01.60.30,Mobile Lab. PH Meter Field,2007
02.09.01.60.31,Mobile Lab. PH Meter Field,2007
02.09.01.60.32,Mobile Lab. Tubidity Meter Field,2007
02.09.01.60.33,Mobile Lab. Disolved Oxygen Meter Field,2007
02.09.01.60.34,Mobile Lab. Disolved Oxigen and Temp.Electrode,2007
02.09.01.60.35,Mobile Lab. Disolved Oxigen Meter Consumable,2007
02.09.01.60.36,Mobile Lab. Bod Bottle Whith Stop 300 ml,2007
02.09.01.60.37,Mobile Lab. Portable Refrigerator,2007
02.09.01.60.38,Mobile Lab. Grab Sampler,2007
02.09.01.60.39,Mobile Lab. Spare Bottles For Grab Samplers,2007
02.09.01.60.40,Mobile Lab. Well Bailer,2007
02.09.01.60.41,Mobile Lab. Suspension Cord. Well Bailer Teflon,2007
02.09.01.60.42,Mobile Lab. Schott Bottels 1 litre,2007
02.09.01.60.43,Mobile Lab. Polytethrylene Sample Bottes,2007
02.09.01.60.44,Mobile Lab. Power Generator,2007
02.09.01.60.45,Mobile Lab. Instrument Transport Cases,2007
02.09.01.60.46,Mobile Lab. Horizontal Sampler,2007
02.09.01.60.47,Mobile Lab. Vertical Sampler,2007
02.09.01.60.48,Mobile Lab. Boiler Water,2007
02.09.01.60.49,Mobile Lab. Laboratory Vehicle,2007
02.09.01.60.50,Laboratory Benching Regionals,2007
02.09.01.60.51,Laboratory Instrument Cabinet,2007
02.09.01.60.52,Laboratory Air Contidioner 1 HP,2007
02.09.01.60.53,"Laboratory Air Contidioner 1,50 HP",2007
02.09.01.60.54,Laboratory Wter Pressurising System,2007
02.09.01.60.55,Laboratory Emergency Shower/Eyewaash,2007
02.09.01.60.56,Laboratory Fridge/Feezer,2007
02.09.01.60.57,Laboratory Flammable Storagre Cabinet,2007
02.09.01.60.58,Laboratory Acid Storagre Cupboaard,2007
02.09.01.60.59,Laboratory Incubator,2007
02.09.01.60.60,Laboratory Bench Stand,2007
02.09.01.60.61,Blender warning,2007
02.09.01.60.62,Laboratory hardware Genweral Items Standards Pack,2007
02.09.01.60.63,Laboratory Safety Manual,2007
02.09.01.60.64,Laboratory Chemical Pack Standards,2007
02.09.01.60.65,Lain-lain,2007
02.09.01.61,Laboratorium Kearsipan,2007
02.09.01.61.01,Mangkok Porselin,2007
02.09.01.61.02,Gegglas,2007
02.09.01.61.03,Respirator,2007
02.09.01.61.04,Cawan Porselin,2007
02.09.01.61.05,Lumpang Keramik,2007
02.09.01.61.06,Elektrode,2007
02.09.01.61.07,Filter Photo Meter,2007
02.09.01.61.08,Vacum Destilator,2007
02.09.01.61.09,Kaki Tiga,2007
02.09.01.61.10,Rustrak Recorders,2007
02.09.01.61.11,Petri Dishes,2007
02.09.01.61.12,Botol Pencuci,2007
02.09.01.61.13,Pipet Ukur,2007
02.09.01.61.14,Bulb,2007
02.09.01.61.15,Statip,2007
02.09.01.61.16,Tempat Prepara,2007
02.09.01.61.17,Time Control,2007
02.09.01.61.18,Eye Wash,2007
02.09.01.61.19,Labu Didih,2007
02.09.01.61.20,Pinset,2007
02.09.01.61.21,Welghin,2007
02.09.01.61.22,welghing Bottle,2007
02.09.01.61.23,Obyek Glass,2007
02.09.01.61.24,Dek Glass,2007
02.09.01.61.25,Thermograph,2007
02.09.01.61.26,Tang,2007
02.09.01.61.27,Timer,2007
02.09.01.61.28,Visco meter Tubes,2007
02.09.01.61.29,Elemen,2007
02.09.01.61.30,Kawat Kasa,2007
02.09.01.61.31,Klem,2007
02.09.01.61.32,Lain-lain,2007
02.09.01.62,Laboratorium Hematologi & Urinalisis,2007
02.09.01.62.01,Centrifuge Heamatorite,2007
02.09.01.62.02,Haemocitometer,2007
02.09.01.62.03,Prothombin Meter,2007
02.09.01.62.04,Refractometer,2007
02.09.01.62.05,Heamatologi Analizer,2007
02.09.01.62.06,Chemistry Analizer,2007
02.09.01.62.07,Coagulation Timer,2007
02.09.01.62.08,Laboratory Refrigerator,2007
02.09.01.62.09,Rotator Shaker,2007
02.09.01.62.10,HB. Meter,2007
02.09.01.62.11,Washing Instrument,2007
02.09.01.62.12,Dry Sterilizer,2007
02.09.01.62.13,Cystology Centrifuge,2007
02.09.01.62.14,Steam Sterilizer,2007
02.09.01.62.15,Ultrasonic Cleaner,2007
02.09.01.62.16,Micro Plate Reader,2007
02.09.01.62.17,Outomatic Microplate laser,2007
02.09.01.62.18,Osmometer,2007
02.09.01.62.19,Lain-lain,2007
02.09.01.63,Alat Laboratorium Lainnya,2007
02.09.01.63.01,Electrostatic Tester,2007
02.09.01.63.02,Sseiz Filter Lengkap dengan Vacum Pump dan  Blender,2007
02.09.01.63.03,Land W Bilerud,2007
02.09.01.63.04,Multi Glass Meter,2007
02.09.01.63.05,Instron Bend Flucture,2007
02.09.01.63.06,Electro Analysis Apparatus,2007
02.09.01.63.07,Mesin Penghilang Tinta,2007
02.09.01.63.08,Alat Pengolah Lumpur Aktif,2007
02.09.01.63.09,Pola Pemotong Karton Dari Stainless Steel,2007
02.09.01.63.10,Alat Pengukur Masa Jenis,2007
02.09.01.63.11,Alat Uji Kuat Lentur,2007
02.09.01.63.12,Alat Tangki Pengapungan,2007
02.09.01.63.13,Alat Pengukur Kadar Air Dengan Electrode,2007
02.09.01.63.14,Alat Pengolah Lumpur Dari Hasil Pengl. Limbah (Dw. Tearing),2007
02.09.01.63.15,Alat Uji Koefisien Gesek Kertas,2007
02.09.01.63.16,Instron Bending Tester Attachment,2007
02.09.01.63.17,Alat Pengolah Air Limbah,2007
02.09.01.63.18,Handy Pump,2007
02.09.01.63.19,Bendseen Smootheess And Porosity Tester,2007
02.09.01.63.20,Funce and Die Cutter,2007
02.09.01.63.21,Beach Funcure Tester,2007
02.09.01.63.22,William Standard Sheet (TMI),2007
02.09.01.63.23,Directional Pendulum,2007
02.09.01.63.24,Extraction Heater,2007
02.09.01.63.25,Colony Counter & Automatic Taly,2007
02.09.01.63.26,IGT Tester,2007
02.09.01.63.27,Digital Pocket Oxygen Meter,2007
02.09.01.63.28,Desintegrator,2007
02.09.01.63.29,Stable Fibre Classifier,2007
02.09.01.63.30,Smoothness Tester,2007
02.09.01.63.31,Presisiem Yam Reel,2007
02.09.01.63.32,Perata Ink Pemis,2007
02.09.01.63.33,Denso Meter,2007
02.09.01.63.34,Expantion Contra Tester,2007
02.09.01.63.35,Paper Scale,2007
02.09.01.63.36,Tensile Strength Tester For Rayon,2007
02.09.01.63.37,Thecness Strenghts,2007
02.09.01.63.38,Bursting Tester Molen,2007
02.09.01.63.39,Aalt Press Kertas,2007
02.09.01.63.40,PFI Mill,2007
02.09.01.63.41,Fibre Clasifier,2007
02.09.01.63.42,Refiner (Mesin Giling Pulp),2007
02.09.01.63.43,PAT Attachment Bc Phase Drainage Jar With  Thermos ctl,2007
02.09.01.63.44,Mecanical Compresion Gauge,2007
02.09.01.63.45,Peeler Gauge,2007
02.09.01.63.46,Methylation Celulosa,2007
02.09.01.63.47,Apparatus dan Stirer,2007
02.09.01.63.48,Alat Box Compresion Test,2007
02.09.01.63.49,Alat Pembuat Lembaran Kertas,2007
02.09.01.63.50,Ultra Filter Cell,2007
02.09.01.63.51,Alat Uji Pembentuk Contoh Uji Pulff Pulp,2007
02.09.01.63.52,Dreging and Sampling Equipment Complit,2007
02.09.01.63.53,Fermentor,2007
02.09.01.63.54,Noise tester/DB Tester,2007
02.09.01.63.55,AAS Attachment For HG determination and 16 Lamp),2007
02.09.01.63.56,Parker Print Siuf Tester (PPS Tester),2007
02.09.01.63.57,Reed Nui Meter MK II Fomtion,2007
02.09.01.63.58,Geer Type Drying Coaster,2007
02.09.01.63.59,Chip Clasifier,2007
02.09.01.63.60,Prototip Pengolahan Air Limbah,2007
02.09.01.63.61,Alat Frksinasi Serat,2007
02.09.01.63.62,Coefisient Of Erection Tester,2007
02.09.01.63.63,Dissetin set,2007
02.09.01.63.64,Dynamic Hand Sheet,2007
02.09.01.63.65,Dynamic Gand Sheet,2007
02.09.01.63.66,Multiflax,2007
02.09.01.63.67,Prooper Coater Alt,2007
02.09.01.63.68,Flowing Film,2007
02.09.01.63.69,Elecrylic Stabilizer,2007
02.09.01.63.70,Bioflio Fermentor,2007
02.09.01.63.71,Set up,2007
02.09.01.63.72,Alat Uji Komperator,2007
02.09.01.63.73,Gas Detector,2007
02.09.01.63.74,Fibre Clasfier,2007
02.09.01.63.75,Alat Uji Permentasi Kertas,2007
02.09.01.63.76,Portable Comparasit Sample,2007
02.09.01.63.77,Laboratory Sewage Tream Plase,2007
02.09.01.63.78,Granulator,2007
02.09.01.63.79,New Quart Thermohygroraph,2007
02.09.01.63.80,Head Lamp,2007
02.09.01.63.81,Multimeter,2007
02.09.01.63.82,Aneroid Barometer Jar,2007
02.09.01.63.83,Meja Kerja,2007
02.09.01.63.84,Screen Pembatas,2007
02.09.01.63.85,Thermometer Digital,2007
02.09.01.63.86,Tempat Air Suling,2007
02.09.01.63.87,Alat Penyaringan,2007
02.09.01.63.88,Aneroid Jar,2007
02.09.01.63.89,Automatic Pipet Dispenser,2007
02.09.01.63.90,Exicator,2007
02.09.01.63.91,Extration Heather,2007
02.09.01.63.92,Faden Thermometer,2007
02.09.01.63.93,Furne Hood,2007
02.09.01.63.94,Mental Heater,2007
02.09.01.63.95,Mechanic Heater,2007
02.09.01.63.96,Neraca Analystis Kalibrator,2007
02.09.01.63.97,Standard Masa,2007
02.09.01.63.98,Tabung Detruksi,2007
02.09.01.63.99,Karl Fiher,2007
02.09.01.63.100,Lain-lain,2007
02.09.01.64,Laboratorium Hematologi & Urinalisis A,2007
02.09.01.64.01,Altifity water Mater,2007
02.09.01.64.02,Oxigen Meter,2007
02.09.01.64.03,Alat Reasifikasi,2007
02.09.01.64.04,Sample Consetrator,2007
02.09.01.64.05,Alat Detruksi,2007
02.09.01.64.06,Universal Noister Tesater,2007
02.09.01.64.07,Grindet Ciclotek,2007
02.09.01.64.08,Handy Aspirator,2007
02.09.01.64.09,Tabung Centrifugal,2007
02.09.01.64.10,Kolom Fraksinasi,2007
02.09.01.64.11,Detector HPLC,2007
02.09.01.64.12,Electric Counter Fryer,2007
02.09.01.64.13,Testtoterm,2007
02.09.01.64.14,Conmotector,2007
02.09.01.64.15,Hallow Cathode Lamp,2007
02.09.01.64.16,Destilasi Bertingkat,2007
02.09.01.64.17,Heating Mantle,2007
02.09.01.64.18,Anak Timbangan,2007
02.09.01.64.19,Wastle Water Tester,2007
02.09.01.64.20,Alat Kalibrasi Thermometer,2007
02.09.01.64.21,Cawan Kwarsa,2007
02.09.01.64.22,Scuber Unit,2007
02.09.01.64.23,Lain-lain,2007
02.09.02,ALAT PERAGA / PRAKTEK SEKOLAH,2007
02.09.02.01,bidang Studi : Bahasa Indonesia,2007
02.09.02.01.01,Kit Bahasa A,2007
02.09.02.01.02,Papan Panel,2007
02.09.02.01.03,Kit SAS individual,2007
02.09.02.01.04,Kotak Alat-alat Peraga Metode SAS,2007
02.09.02.01.05,Gambar Total,2007
02.09.02.01.06,Gambar Analitik,2007
02.09.02.01.07,Kotak Bahasa Untuk Kartu Kalimat Huruf Cetak dan Kartu Kalimat Huruf Tulis (nomor 66 dan nomor 6),2007
02.09.02.01.08,Kartu Kalimat Huruf Cetak,2007
02.09.02.01.09,Kartu Kalimat Dengan Huruf Cetak,2007
02.09.02.01.10,Kotak Bahasa Untuk Kartu Kata Dan Kartu Suku Kata/huruf,2007
02.09.02.01.11,Kartu kata dengan Huruf Cetak,2007
02.09.02.01.12,Kartu Suku Kata Dengan Huruf Cetak,2007
02.09.02.01.13,Kartu Huruf Degan Huruf Cetak,2007
02.09.02.01.14,Papan Alfabet,2007
02.09.02.01.15,Kain Panel,2007
02.09.02.01.16,Lain-lain,2007
02.09.02.02,Bidang Studi : Matematika,2007
02.09.02.02.01,Kit Matematika,2007
02.09.02.02.02,Roda Motor,2007
02.09.02.02.03,Banpaku,2007
02.09.02.02.04,Muka Jam,2007
02.09.02.02.05,Rak Bilangan Dua Ruang,2007
02.09.02.02.06,Rak Bilangan Tiga Ruang,2007
02.09.02.02.07,Papan Planel,2007
02.09.02.02.08,Papan Bergerak,2007
02.09.02.02.09,Rak Bilangan Tiga Ruang,2007
02.09.02.02.10,Papan Berpaku,2007
02.09.02.02.11,Papan Pasak,2007
02.09.02.02.12,Kubus Untuk Bilangan Berbaris Sepuluh,2007
02.09.02.02.13,Abakus untuk Bilangan Berbaris,2007
02.09.02.02.14,Pengukur Luas,2007
02.09.02.02.15,Blok Untuk Bilangan,2007
02.09.02.02.16,Bata,2007
02.09.02.02.17,Mistar Geser C,2007
02.09.02.02.18,Bangun-bangun Ruang,2007
02.09.02.02.19,Pola Bangun Ruang,2007
02.09.02.02.20,Kerangka Benda Ruang,2007
02.09.02.02.21,Aritmatika Jam,2007
02.09.02.02.22,Garis dan Bagnun Ruang,2007
02.09.02.02.23,Pengukur Panjang Kurva,2007
02.09.02.02.24,Penggaris Plastik,2007
02.09.02.02.25,Pipa Plastik,2007
02.09.02.02.26,Simetri Cermin,2007
02.09.02.02.27,Blok Untuk Bilangan Berbaris,2007
02.09.02.02.28,Blok Simetri Putar,2007
02.09.02.02.29,Blok Untuk Bilangan Berbaris dua,2007
02.09.02.02.30,Blok Untuk Bilangan berbaris lima,2007
02.09.02.02.31,Bangunan dan Daerah bangun Datar,2007
02.09.02.02.32,Kubus Satuan,2007
02.09.02.02.33,Busur Derajat,2007
02.09.02.02.34,Miter Ceser B,2007
02.09.02.02.35,Penggaris Siku-siku,2007
02.09.02.02.36,Jangka,2007
02.09.02.02.37,Coin,2007
02.09.02.02.38,Dadu Matematika,2007
02.09.02.02.39,Pusingan,2007
02.09.02.02.40,Blok Pytheagroras,2007
02.09.02.02.41,Blok Logica,2007
02.09.02.02.42,Blok Segitiga ABC,2007
02.09.02.02.43,Pengukur Sudut Elevansi,2007
02.09.02.02.44,Model Kubus,2007
02.09.02.02.45,Model Balok,2007
02.09.02.02.46,Model Prisma Segitiga Siku-siku,2007
02.09.02.02.47,Model Prima Tegak Segi Tiga,2007
02.09.02.02.48,Bidang Delapan Beraturn,2007
02.09.02.02.49,Model Bidang Dua Belas Beraturan,2007
02.09.02.02.50,Model Tabung Jaring-jaring,2007
02.09.02.02.51,Model Bola Dan Setengah Bola,2007
02.09.02.02.52,Kit Matematika SD,2007
02.09.02.02.53,Rak Bilangan Dua Ruang,2007
02.09.02.02.54,Papan paku Kecil,2007
02.09.02.02.55,Rak Bilangan Tiga Ruang,2007
02.09.02.02.56,Kartu Gambar,2007
02.09.02.02.57,Satuan Sosok,2007
02.09.02.02.58,Gawang Penghitung,2007
02.09.02.02.59,Gawang Angka,2007
02.09.02.02.60,Model Jam Bentuk Dasar,2007
02.09.02.02.61,Bola Gelinding,2007
02.09.02.02.62,Lempar Galang,2007
02.09.02.02.63,Lempar Galang,2007
02.09.02.02.64,Detak-detak Tiang,2007
02.09.02.02.65,Mistra Papan Tulis,2007
02.09.02.02.66,Papan Tulis Berkotak,2007
02.09.02.02.67,Kain Planel,2007
02.09.02.02.68,Model Bangun Ruang,2007
02.09.02.02.69,Alat Peraga Matematika,2007
02.09.02.02.70,Lain-lain,2007
02.09.02.03,Bidang Studi : IPA Dasar,2007
02.09.02.03.01,Kotak Peti Lengkap,2007
02.09.02.03.02,Bingkai Plastik,2007
02.09.02.03.03,Baut,2007
02.09.02.03.04,Pasak,2007
02.09.02.03.05,Pemegang Batera,2007
02.09.02.03.06,Sklar,2007
02.09.02.03.07,Piting,2007
02.09.02.03.08,Kabel listrik,2007
02.09.02.03.09,Pembakar Spirtus,2007
02.09.02.03.10,Gelas Kimia,2007
02.09.02.03.11,Pemegang,2007
02.09.02.03.12,Kaca/Skala,2007
02.09.02.03.13,Sumbat Karet (untuk 01-02-79-0110),2007
02.09.02.03.14,Batang Muai,2007
02.09.02.03.15,Langan Neraca,2007
02.09.02.03.16,Poros Neraca,2007
02.09.02.03.17,Mangkok Neraca,2007
02.09.02.03.18,Jarum Penunjuk,2007
02.09.02.03.19,Kubus Plastik,2007
02.09.02.03.20,Kubus Kayu,2007
02.09.02.03.21,Bola Baja,2007
02.09.02.03.22,Pipa Intai Bias,2007
02.09.02.03.23,Kontrol Tunggal,2007
02.09.02.03.24,Kontrol Ganda,2007
02.09.02.03.25,Pegas,2007
02.09.02.03.26,Volume Konstan,2007
02.09.02.03.27,Kawat damai,2007
02.09.02.03.28,Turbin Air,2007
02.09.02.03.29,Klem Plastik,2007
02.09.02.03.30,Tabung Reaksi,2007
02.09.02.03.31,Magnet,2007
02.09.02.03.32,Sistem Optik,2007
02.09.02.03.33,Isi Golongan Penyimpanan 1,2007
02.09.02.03.34,Isi Golongan Penyimpanan 2,2007
02.09.02.03.35,Isi Golongan Penyimpanan 3,2007
02.09.02.03.36,Isi Golongan Penyimpanan 4,2007
02.09.02.03.37,Isi Golongan Penyimpanan 5,2007
02.09.02.03.38,Isi Golongan Penyimpanan 6,2007
02.09.02.03.39,Isi Golongan Penyimpanan 7,2007
02.09.02.03.40,Tutup Penyimpanan 21415,2007
02.09.02.03.41,Kelompopk Penyimpanan/Laci 8,2007
02.09.02.03.42,Tutup Penyimpanan 3,2007
02.09.02.03.43,Tutup Penyimpanan 7,2007
02.09.02.03.44,Pedoman Guru,2007
02.09.02.03.45,Petunjuk Percobaan,2007
02.09.02.03.46,Lain-lain,2007
02.09.02.04,Bidang Studi : IPA Lanjutan,2007
02.09.02.04.01,Kerangka Karet,2007
02.09.02.04.02,Model Tenkorang,2007
02.09.02.04.03,Model Lidah,2007
02.09.02.04.04,Model Torso Wanita,2007
02.09.02.04.05,Model Jantung,2007
02.09.02.04.06,Model Rahang Gigi,2007
02.09.02.04.07,Model Pencernaan Makanan,2007
02.09.02.04.08,Model Mata,2007
02.09.02.04.09,Model kuda,2007
02.09.02.04.10,Model Lembu,2007
02.09.02.04.11,Model Torso Mini,2007
02.09.02.04.12,Mistar,2007
02.09.02.04.13,Bujur Sangkar 1 Cm2,2007
02.09.02.04.14,Bujur Sangkar 1 Dm2,2007
02.09.02.04.15,Kubus 1 Cm3,2007
02.09.02.04.16,Gelas Ukur,2007
02.09.02.04.17,Pipet Tetes,2007
02.09.02.04.18,Botol Plastik,2007
02.09.02.04.19,Statip,2007
02.09.02.04.20,Klem Rangkap,2007
02.09.02.04.21,Batu Timbangan,2007
02.09.02.04.22,Gelas Minum,2007
02.09.02.04.23,Labu Erlen Mayer,2007
02.09.02.04.24,Corong,2007
02.09.02.04.25,Pipa Plastik,2007
02.09.02.04.26,Bak air,2007
02.09.02.04.27,Sumbat Erlemenyer,2007
02.09.02.04.28,Bendera dan Gabus,2007
02.09.02.04.29,Lilin,2007
02.09.02.04.30,Balon Karet,2007
02.09.02.04.31,Buku,2007
02.09.02.04.32,Cawan Alumunium,2007
02.09.02.04.33,Ember (pot),2007
02.09.02.04.34,Thermometer Kamar,2007
02.09.02.04.35,Thermometer 0.0 - 100.0 C,2007
02.09.02.04.36,Pengaduk,2007
02.09.02.04.37,Thermometer Badan,2007
02.09.02.04.38,Balok Berkait,2007
02.09.02.04.39,Silinder Berkait,2007
02.09.02.04.40,Tali/Benang,2007
02.09.02.04.41,Lembaran Plastik,2007
02.09.02.04.42,Sumbat Pipa Runcing,2007
